image_name,target
ISIC_0052060,0.01912032286014209
ISIC_0052349,0.01949552905435653
ISIC_0058510,0.020320834944907086
ISIC_0073313,0.018838292014811
ISIC_0073502,0.022116200038379476
ISIC_0074618,0.023570448435789905
ISIC_0076801,0.032733851198221496
ISIC_0077586,0.0307948540157899
ISIC_0082004,0.04305950503108633
ISIC_0082785,0.02897238222143406
ISIC_0085332,0.016011794801901135
ISIC_0087243,0.02226648420489878
ISIC_0088167,0.017763023000527296
ISIC_0089356,0.020908636785761547
ISIC_0090283,0.034739859130470105
ISIC_0092481,0.019809555722945585
ISIC_0095455,0.01723879521741433
ISIC_0095790,0.023682449057773183
ISIC_0097719,0.0802498196861259
ISIC_0099348,0.04984275207579002
ISIC_0101040,0.024758787545789904
ISIC_0101383,0.021587539273577063
ISIC_0105104,0.08043587130190114
ISIC_0108196,0.03269214405547011
ISIC_0112420,0.5348309720967614
ISIC_0114232,0.01647219051390113
ISIC_0115798,0.03419067033575943
ISIC_0116844,0.020606584667907085
ISIC_0126432,0.02282581731458873
ISIC_0131485,0.0167547355101421
ISIC_0131912,0.01717193903190113
ISIC_0131978,0.02565200129007866
ISIC_0139322,0.024578395275414323
ISIC_0142066,0.023142712543429776
ISIC_0143109,0.026413789758221503
ISIC_0148210,0.04464435639435653
ISIC_0148937,0.07878537064974933
ISIC_0150213,0.02021645297176155
ISIC_0152553,0.019183922245529925
ISIC_0153127,0.025813976881527596
ISIC_0154289,0.021703363696544926
ISIC_0155813,0.11744330727457707
ISIC_0155983,0.20690482752403574
ISIC_0157088,0.020365234184356533
ISIC_0158761,0.01860364333610339
ISIC_0161963,0.06320781818694424
ISIC_0165178,0.05857694130100796
ISIC_0165230,0.03906717333342978
ISIC_0165615,0.016999125326125904
ISIC_0165617,0.020071471064356528
ISIC_0165674,0.018437062751901132
ISIC_0165928,0.02509270547058172
ISIC_0166561,0.023488443418221504
ISIC_0168125,0.022342445561901132
ISIC_0169378,0.026404416168994947
ISIC_0169575,0.022907165432907085
ISIC_0169906,0.22177132868007865
ISIC_0171865,0.0669875883433762
ISIC_0172678,0.022338360120898782
ISIC_0174800,0.02445750826294558
ISIC_0175014,0.034249761240527296
ISIC_0175798,0.05915220300290708
ISIC_0176152,0.03977542299458872
ISIC_0177083,0.019026317431901134
ISIC_0178235,0.11591476220033196
ISIC_0178258,0.02257294745435653
ISIC_0178428,0.05762459242294559
ISIC_0178741,0.054473029962439135
ISIC_0180057,0.03645954523294558
ISIC_0182213,0.20259059007110927
ISIC_0183334,0.021532499056459344
ISIC_0183449,0.05326563806210573
ISIC_0183658,0.022367458994588724
ISIC_0183771,0.047308114323773194
ISIC_0186715,0.05257502458654492
ISIC_0187786,0.020369373481901133
ISIC_0188485,0.028934516724356527
ISIC_0191895,0.06317938125089878
ISIC_0192184,0.026039475442125107
ISIC_0192807,0.018620088153406468
ISIC_0193289,0.10762560855052991
ISIC_0194115,0.031197237296125904
ISIC_0195744,0.04578223600026583
ISIC_0195995,0.021068126584356528
ISIC_0196159,0.05215075365457706
ISIC_0196622,0.019237272284577063
ISIC_0196807,0.025957776061527597
ISIC_0197182,0.018216572517686616
ISIC_0197440,0.053735217061957205
ISIC_0197860,0.060051216784588725
ISIC_0198376,0.01788948515699495
ISIC_0198622,0.022899698504835437
ISIC_0199195,0.019660587700529922
ISIC_0199718,0.019738375404588723
ISIC_0199780,0.027026327257369327
ISIC_0200120,0.1606357682683916
ISIC_0204399,0.01775460748279001
ISIC_0204875,0.01951856351579001
ISIC_0205627,0.018394306053086326
ISIC_0206261,0.02340394731457706
ISIC_0206934,0.06860186937089877
ISIC_0207197,0.03275436440338069
ISIC_0208233,0.3046793016821057
ISIC_0209640,0.01936215275108645
ISIC_0210915,0.023274784132293575
ISIC_0212435,0.030965665254588718
ISIC_0212468,0.022641527591086452
ISIC_0213848,0.02361937909403577
ISIC_0216203,0.020292060318628215
ISIC_0216447,0.35277935074342504
ISIC_0220438,0.17657332660403577
ISIC_0220466,0.026120681686761547
ISIC_0223354,0.018983040820142096
ISIC_0223463,0.04552917155612591
ISIC_0223760,0.016991953451160054
ISIC_0224309,0.0332327064768502
ISIC_0225471,0.01654041300610339
ISIC_0225894,0.02520027656435653
ISIC_0226234,0.020199570280897552
ISIC_0227767,0.017884044606125905
ISIC_0228452,0.022099619583429778
ISIC_0229266,0.02524306291458872
ISIC_0230247,0.02056276965294558
ISIC_0230499,0.04552016356026583
ISIC_0231539,0.03295370905342978
ISIC_0231788,0.018275672308628216
ISIC_0232763,0.03281438993877318
ISIC_0235107,0.019400735574811003
ISIC_0235501,0.13836740401100794
ISIC_0235505,0.026527634514810997
ISIC_0235542,0.037506155384776675
ISIC_0238185,0.020712219651086324
ISIC_0238872,0.0544431243911417
ISIC_0239635,0.02730445115862822
ISIC_0240839,0.025352961701086328
ISIC_0241566,0.0774510617782215
ISIC_0243686,0.023422152425414334
ISIC_0243937,0.021914929188628213
ISIC_0244266,0.02955028424190113
ISIC_0244465,0.021189328734105728
ISIC_0244617,0.07503119572976007
ISIC_0244885,0.021302038461086328
ISIC_0245273,0.04003983575575943
ISIC_0246008,0.021107502256761546
